throughput,threads,uratio,lsize,,0,10,25,50,75,100
5881.9320214669,10,50,100,,#N/A,#N/A,#N/A,5881.9320214669,#N/A,#N/A
227.817745803357,10,50,1000,,#N/A,#N/A,#N/A,227.817745803357,#N/A,#N/A
180.365296803653,10,50,10000,,#N/A,#N/A,#N/A,180.365296803653,#N/A,#N/A
7122.83813747228,11,50,100,,#N/A,#N/A,#N/A,7122.83813747228,#N/A,#N/A
331.938633193863,11,50,1000,,#N/A,#N/A,#N/A,331.938633193863,#N/A,#N/A
224.613944782405,11,50,10000,,#N/A,#N/A,#N/A,224.613944782405,#N/A,#N/A
5653.55722492267,12,50,100,,#N/A,#N/A,#N/A,5653.55722492267,#N/A,#N/A
401.809954751131,12,50,1000,,#N/A,#N/A,#N/A,401.809954751131,#N/A,#N/A
229.060620083295,12,50,10000,,#N/A,#N/A,#N/A,229.060620083295,#N/A,#N/A
564919.743968488,1,75,100,,#N/A,#N/A,#N/A,#N/A,564919.743968488,#N/A
59492.881688758,1,75,1000,,#N/A,#N/A,#N/A,#N/A,59492.881688758,#N/A
6093.99606299213,1,75,10000,,#N/A,#N/A,#N/A,#N/A,6093.99606299213,#N/A
142635.288319369,2,75,100,,#N/A,#N/A,#N/A,#N/A,142635.288319369,#N/A
14090.9990108803,2,75,1000,,#N/A,#N/A,#N/A,#N/A,14090.9990108803,#N/A
661.771904062653,2,75,10000,,#N/A,#N/A,#N/A,#N/A,661.771904062653,#N/A
26940.4527559055,3,75,100,,#N/A,#N/A,#N/A,#N/A,26940.4527559055,#N/A
9437.19332679097,3,75,1000,,#N/A,#N/A,#N/A,#N/A,9437.19332679097,#N/A
1448.57982370225,3,75,10000,,#N/A,#N/A,#N/A,#N/A,1448.57982370225,#N/A
23798.6577181208,4,75,100,,#N/A,#N/A,#N/A,#N/A,23798.6577181208,#N/A
1000,4,75,1000,,#N/A,#N/A,#N/A,#N/A,1000,#N/A
594.344222330571,4,75,10000,,#N/A,#N/A,#N/A,#N/A,594.344222330571,#N/A
23278.7439613527,5,75,100,,#N/A,#N/A,#N/A,#N/A,23278.7439613527,#N/A
313.145539906103,5,75,1000,,#N/A,#N/A,#N/A,#N/A,313.145539906103,#N/A
320.873786407767,5,75,10000,,#N/A,#N/A,#N/A,#N/A,320.873786407767,#N/A
13974.9276759884,6,75,100,,#N/A,#N/A,#N/A,#N/A,13974.9276759884,#N/A
329.309512312892,6,75,1000,,#N/A,#N/A,#N/A,#N/A,329.309512312892,#N/A
263.908701854494,6,75,10000,,#N/A,#N/A,#N/A,#N/A,263.908701854494,#N/A
13928.0709948622,7,75,100,,#N/A,#N/A,#N/A,#N/A,13928.0709948622,#N/A
351.965892941734,7,75,1000,,#N/A,#N/A,#N/A,#N/A,351.965892941734,#N/A
233.175355450237,7,75,10000,,#N/A,#N/A,#N/A,#N/A,233.175355450237,#N/A
38700.1441614608,8,75,100,,#N/A,#N/A,#N/A,#N/A,38700.1441614608,#N/A
294.464609800363,8,75,1000,,#N/A,#N/A,#N/A,#N/A,294.464609800363,#N/A
927.745664739884,8,75,10000,,#N/A,#N/A,#N/A,#N/A,927.745664739884,#N/A
45732.0993667803,9,75,100,,#N/A,#N/A,#N/A,#N/A,45732.0993667803,#N/A
716.972034715526,9,75,1000,,#N/A,#N/A,#N/A,#N/A,716.972034715526,#N/A
183.870967741936,9,75,10000,,#N/A,#N/A,#N/A,#N/A,183.870967741936,#N/A
1352.50116877045,10,75,100,,#N/A,#N/A,#N/A,#N/A,1352.50116877045,#N/A
661.52362584378,10,75,1000,,#N/A,#N/A,#N/A,#N/A,661.52362584378,#N/A
420.135527589545,10,75,10000,,#N/A,#N/A,#N/A,#N/A,420.135527589545,#N/A
23011.3475177305,11,75,100,,#N/A,#N/A,#N/A,#N/A,23011.3475177305,#N/A
301.094890510949,11,75,1000,,#N/A,#N/A,#N/A,#N/A,301.094890510949,#N/A
326.87765706188,11,75,10000,,#N/A,#N/A,#N/A,#N/A,326.87765706188,#N/A
